,id,Authors,Transform,CorrelationCoefficient,StandardError,Tstatistic,Observations,DegreesofFreedom,NumberofCountries,DependentVariable,Statutory,EATR,EMTR,AverageTaxRate,GenerationType,UniformWeight,GeographicDistanceWeight,SizeWeight,EconomicTiesWeight,OpennessWeight,StackelbergModel,InteractionSpatialLag,SemiElasticity,StandardErrorSemiElasticity,SEYN,OpennessVariableIncluded,CrossSection,IntraNational,CountryFixedEffects,TimeFixedEffects,TimeTrend,StartYear,EndYear,DataEuropeanCountries,DataNonEuropeancountries,DataMixofCountries,IV2SLS,GMM,OLS,OtherEstimator,JournalName,YearofPublication,JournalImpactFactor,ReviewedJournal,Citations,Primary,OldAgePopulation,Unemployment,PartisanPolitics,GovernmentSpending,Size,Prior,Crossauthor
84,5,Swank 2006,1,0.0876,0.1295,0.676447876,238,190,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
85,5,Swank 2006,1,0.0508,0.1026,0.495126706,238,189,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
86,5,Swank 2006,1,-0.1184,0.2099,-0.564078132,238,189,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
87,5,Swank 2006,1,0.0512,0.1027,0.498539435,238,188,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
88,5,Swank 2006,1,0.1113,0.1284,0.86682243,238,188,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
89,5,Swank 2006,1,0.0462,0.1022,0.452054795,238,188,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
90,5,Swank 2006,1,0.2119,0.1119,1.893655049,238,188,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
91,5,Swank 2006,1,0.037,0.102,0.362745098,238,188,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
92,5,Swank 2006,1,0.1484,0.1286,1.153965785,238,188,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
93,5,Swank 2006,1,0.0336,0.1014,0.331360947,238,186,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
94,5,Swank 2006,1,0.2352,0.1113,2.113207547,238,186,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
95,5,Swank 2006,1,0.037,0.102,0.362745098,221,176,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
96,5,Swank 2006,1,0.1484,0.1286,1.153965785,221,176,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
97,5,Swank 2006,1,0.0486,0.0984,0.493902439,221,174,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
98,5,Swank 2006,1,0.1601,0.112,1.429464286,221,174,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
99,5,Swank 2006,1,0.0484,0.1093,0.442817932,221,175,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
100,5,Swank 2006,1,0.1403,0.1211,1.158546656,221,175,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
101,5,Swank 2006,1,0.0728,0.1015,0.717241379,221,164,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
102,5,Swank 2006,1,0.0232,0.1263,0.183689628,221,164,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
103,5,Swank 2006,1,-0.0158,0.0147,-1.074829932,221,164,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
104,5,Swank 2006,1,0.139,0.0702,1.98005698,221,164,16,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,0,0,0,1982,1998,0,0,1,0,0,1,0,International Organization,2006,4.508,1,368,0,1,1,1,0,0,0,0
105,6,Crabbe 2013,1,0.02,0.01,2,255,212,15,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
106,6,Crabbe 2013,1,-0.04,0.1,-0.4,171,131,12,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
107,6,Crabbe 2013,1,-1.12,0.56,-2,426,371,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
108,6,Crabbe 2013,1,5.25,2.03,2.586206897,457,400,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
109,6,Crabbe 2013,1,1.74,0.88,1.977272727,457,400,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
110,6,Crabbe 2013,1,5.31,2.14,2.481308411,457,400,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
111,6,Crabbe 2013,1,2.01,0.82,2.451219512,457,400,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
112,6,Crabbe 2013,1,0.06,0.31,0.193548387,426,368,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
113,6,Crabbe 2013,1,0.66,0.45,1.466666667,426,368,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
114,6,Crabbe 2013,1,0.37,0.28,1.321428571,426,368,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
115,6,Crabbe 2013,1,1.07,0.62,1.725806452,426,368,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
116,6,Crabbe 2013,1,-0.44,0.49,-0.897959184,426,368,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
117,6,Crabbe 2013,1,0.63,0.49,1.285714286,426,368,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
118,6,Crabbe 2013,1,-0.21,0.45,-0.466666667,426,368,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
119,6,Crabbe 2013,1,1.05,0.67,1.567164179,426,368,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
120,6,Crabbe 2013,1,-0.13,0.47,-0.276595745,312,253,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
121,6,Crabbe 2013,1,0.75,0.62,1.209677419,312,253,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
122,6,Crabbe 2013,1,-0.24,0.41,-0.585365854,312,253,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
123,6,Crabbe 2013,1,0.67,0.78,0.858974359,312,253,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
124,6,Crabbe 2013,1,0.31,0.24,1.291666667,426,367,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
125,6,Crabbe 2013,1,-0.02,0.61,-0.032786885,426,367,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
126,6,Crabbe 2013,1,0.44,0.24,1.833333333,426,367,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
127,6,Crabbe 2013,1,0.44,0.27,1.62962963,426,367,27,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,1,NA,NA,0,1,0,0,1,1,0,1990,2009,1,0,0,1,0,0,0,Public Finance Analysis,2013,0.0001,1,11,1,1,0,0,0,1,0,1
128,7,Overesch and Rincke 2011,1,0.525,0.149,3.523489933,416,363,21,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,1.539589443,0.436950147,1,1,0,0,1,1,0,1984,2006,1,0,0,0,0,1,0,Scandinavian Journal of Economics,2011,1.132,1,141,1,1,0,0,0,1,0,1
129,7,Overesch and Rincke 2011,1,0.143,0.042,3.404761905,416,362,21,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,0.419354839,0.123167155,1,1,0,0,1,1,0,1984,2006,1,0,0,0,0,1,0,Scandinavian Journal of Economics,2011,1.132,1,141,1,1,0,0,0,1,0,1
130,7,Overesch and Rincke 2011,1,0.184,0.085,2.164705882,416,351,32,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,0.539589443,0.249266862,1,1,0,0,1,1,0,1984,2006,1,0,0,1,0,0,0,Scandinavian Journal of Economics,2011,1.132,1,141,1,1,0,0,0,1,0,1
131,7,Overesch and Rincke 2011,1,0.125,0.042,2.976190476,551,486,32,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,0.366568915,0.123167155,1,1,0,0,1,1,0,1984,2006,1,0,0,0,0,1,0,Scandinavian Journal of Economics,2011,1.132,1,141,1,1,0,0,0,1,0,1
132,7,Overesch and Rincke 2011,1,0.155,0.087,1.781609195,551,486,32,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,0,0.454545455,0.255131965,1,1,0,0,1,1,0,1984,2006,1,0,0,1,0,0,0,Scandinavian Journal of Economics,2011,1.132,1,141,1,1,0,0,0,1,0,1
133,7,Overesch and Rincke 2011,1,0.089,0.082,1.085365854,416,362,21,Effective Marginal Tax Rate (EMTR),0,0,1,0,SecondGeneration,0,1,0,0,0,0,0,0.386956522,0.356521739,1,1,0,0,1,1,0,1984,2006,1,0,0,0,0,1,0,Scandinavian Journal of Economics,2011,1.132,1,141,1,1,0,0,0,1,0,1
134,7,Overesch and Rincke 2011,1,0.052,0.099,0.525252525,416,351,32,Effective Marginal Tax Rate (EMTR),0,0,1,0,SecondGeneration,0,1,0,0,0,0,0,0.226086957,0.430434783,1,1,0,0,1,1,0,1984,2006,1,0,0,1,0,0,0,Scandinavian Journal of Economics,2011,1.132,1,141,1,1,0,0,0,1,0,1
135,7,Overesch and Rincke 2011,1,0.026,0.078,0.333333333,551,486,32,Effective Marginal Tax Rate (EMTR),0,0,1,0,SecondGeneration,0,1,0,0,0,0,0,0.113043478,0.339130435,1,1,0,0,1,1,0,1984,2006,1,0,0,1,0,0,0,Scandinavian Journal of Economics,2011,1.132,1,141,1,1,0,0,0,1,0,1
136,7,Overesch and Rincke 2011,1,0.142,0.049,2.897959184,416,362,21,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,1,0,0,0,0,0,0.471760797,0.162790698,1,1,0,0,1,1,0,1984,2006,1,0,0,0,0,1,0,Scandinavian Journal of Economics,2011,1.132,1,141,1,1,0,0,0,1,0,1
137,7,Overesch and Rincke 2011,1,0.073,0.06,1.216666667,416,351,32,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,1,0,0,0,0,0,0.242524917,0.199335548,1,1,0,0,1,1,0,1984,2006,1,0,0,1,0,0,0,Scandinavian Journal of Economics,2011,1.132,1,141,1,1,0,0,0,1,0,1
138,7,Overesch and Rincke 2011,1,0.044,0.063,0.698412698,551,486,32,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,1,0,0,0,0,0,0.146179402,0.209302326,1,1,0,0,1,1,0,1984,2006,1,0,0,1,0,0,0,Scandinavian Journal of Economics,2011,1.132,1,141,1,1,0,0,0,1,0,1
139,8,Swank 2016,1,0.3721,0.0898,4.143652561,469,423,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
140,8,Swank 2016,1,0.3459,0.0949,3.644889357,469,421,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
141,8,Swank 2016,1,0.2659,0.0481,5.528066528,469,423,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
142,8,Swank 2016,1,0.1751,0.0763,2.294888598,469,421,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
143,8,Swank 2016,1,0.3735,0.0902,4.140798226,469,419,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
144,8,Swank 2016,1,0.2172,0.0482,4.506224066,469,419,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
145,8,Swank 2016,1,0.3706,0.08906,4.161239614,469,419,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,1,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
146,8,Swank 2016,1,0.2695,0.0477,5.649895178,469,419,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,1,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
147,8,Swank 2016,1,10.6044,0.4473,23.70757881,469,419,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,1,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
148,8,Swank 2016,1,-0.1396,0.1801,-0.775124931,469,419,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,1,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
149,8,Swank 2016,1,0.4121,0.0887,4.645997745,469,419,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,1,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
150,8,Swank 2016,1,0.2608,0.0482,5.410788382,469,419,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,1,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
151,8,Swank 2016,1,0.4043,0.0878,4.604783599,469,419,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,1,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
152,8,Swank 2016,1,0.2516,0.0477,5.274633124,469,419,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,1,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
153,8,Swank 2016,1,1.2906,0.5132,2.514809041,469,419,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,1,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
154,8,Swank 2016,1,-0.0471,0.1954,-0.241044012,469,419,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,1,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
155,8,Swank 2016,1,0.22,0.1041,2.113352546,365,315,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
156,8,Swank 2016,1,0.4876,0.0852,5.723004695,365,315,18,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,0,1,0,1,0,NA,NA,0,1,0,0,1,0,0,1982,2008,0,0,1,0,0,1,0,Journal of European Public Policy,2016,3.457,1,49,1,0,1,1,0,0,1,0
157,9,Liu 2016,1,-1.425,0.542237443,-2.628,524,478,32,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,1,-4.481132075,1.705149192,1,1,0,0,1,0,0,1990,2012,0,0,1,1,0,0,0,International Tax and Public Finance,2016,0.824,1,3,1,1,1,1,1,0,0,0
158,9,Liu 2016,1,-1.467,0.538941954,-2.722,524,477,32,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,1,-4.613207547,1.69478602,1,1,0,0,1,0,1,1990,2012,0,0,1,1,0,0,0,International Tax and Public Finance,2016,0.824,1,3,1,1,1,1,1,0,0,0
159,9,Liu 2016,1,-1.22,0.775588048,-1.573,499,453,32,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,1,0,0,0,0,1,-4.552238806,2.893985255,1,1,0,0,1,0,0,1990,2012,0,0,1,1,0,0,0,International Tax and Public Finance,2016,0.824,1,3,1,1,1,1,1,0,0,0
160,9,Liu 2016,1,-1.285,0.803125,-1.6,499,452,32,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,1,0,0,0,0,1,-4.794776119,2.996735075,1,1,0,0,1,0,1,1990,2012,0,0,1,1,0,0,0,International Tax and Public Finance,2016,0.824,1,3,1,1,1,1,1,0,0,0
161,9,Liu 2016,1,-0.302,0.370552147,-0.815,492,446,32,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,1,-0.949685535,1.165258325,1,1,0,0,1,0,0,1990,2012,0,0,1,0,1,0,0,International Tax and Public Finance,2016,0.824,1,3,1,1,1,1,1,0,0,0
162,9,Liu 2016,1,-0.321,0.424042272,-0.757,492,445,32,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,1,-1.009433962,1.333466265,1,1,0,0,1,0,1,1990,2012,0,0,1,0,1,0,0,International Tax and Public Finance,2016,0.824,1,3,1,1,1,1,1,0,0,0
163,9,Liu 2016,1,-1.236,0.910162003,-1.358,467,421,32,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,1,0,0,0,0,1,-4.611940299,3.396126877,1,1,0,0,1,0,0,1990,2012,0,0,1,0,1,0,0,International Tax and Public Finance,2016,0.824,1,3,1,1,1,1,1,0,0,0
164,9,Liu 2016,1,-1.02,0.925589837,-1.102,467,420,32,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,0,1,0,0,0,0,1,-3.805970149,3.45369342,1,1,0,0,1,0,1,1990,2012,0,0,1,0,1,0,0,International Tax and Public Finance,2016,0.824,1,3,1,1,1,1,1,0,0,0
165,9,Liu 2016,1,-1.646,0.956976744,-1.72,492,445,32,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,1,0,0,0,0,1,-5.176100629,3.009360831,1,1,0,0,1,0,1,1990,2012,0,0,1,0,1,0,0,International Tax and Public Finance,2016,0.824,1,3,1,1,1,1,1,0,0,0
166,9,Liu 2016,1,-1.686,1.117296223,-1.509,467,420,32,Effective Average Tax Rate (EATR),1,0,0,0,SecondGeneration,0,1,0,0,0,0,1,-6.291044776,4.169015756,1,1,0,0,1,0,1,1990,2012,0,0,1,0,1,0,0,International Tax and Public Finance,2016,0.824,1,3,1,1,1,1,1,0,0,0
167,9,Liu 2016,1,-0.708,0.81849711,-0.865,492,445,32,Statutory corporate tax rate,1,0,0,0,SecondGeneration,1,0,0,0,0,0,1,-2.226415094,2.573890282,1,1,0,0,1,0,1,1990,2012,0,0,1,0,1,0,0,International Tax and Public Finance,2016,0.824,1,3,1,1,1,1,1,0,0,0
168,9,Liu 2016,1,-0.477,0.647218453,-0.737,467,420,32,Effective Average Tax Rate (EATR),0,1,0,0,SecondGeneration,1,0,0,0,0,0,1,-1.779850746,2.414994228,1,1,0,0,1,0,1,1990,2012,0,0,1,0,1,0,0,International Tax and Public Finance,2016,0.824,1,3,1,1,1,1,1,0,0,0
169,9,Liu 2016,1,-1.648,0.845561827,-1.949,492,445,32,Statutory corporate tax rate,1,0,0,0,SecondGeneration,0,0,1,0,0,0,1,-5.182389937,2.658999455,1,1,0,0,1,0,1,1990,2012,0,0,1,0,1,0,0,International Tax and Public Finance,2016,0.824,1,3,1,1,1,1,1,0,0,0
